Ranking diari,Audiencia,Cadena,Dia,Mes,Any
2052,"0,4%",ten,20,03,2019
2053,"0,2%",real-madrid-tv,20,03,2019
2054,"17,5%",telecinco,21,03,2019
2055,"13,2%",antena3,21,03,2019
2056,"9,3%",la1,21,03,2019
2057,"7,7%",lasexta,21,03,2019
2058,"4,3%",cuatro,21,03,2019
2059,"2,8%",neox,21,03,2019
2060,"2,6%",la2,21,03,2019
2061,"2,4%",nova,21,03,2019
2062,"2,3%",fdf,21,03,2019
2063,"2,1%",divinity,21,03,2019
2064,"2,0%",13tv,21,03,2019
2065,"1,9%",paramountchannel,21,03,2019
2066,"1,8%",clan,21,03,2019
2067,"1,7%",atreseries,21,03,2019
2068,"1,6%",energy,21,03,2019
2069,"1,4%",mega-espana,21,03,2019
2070,"1,4%",discoverymax,21,03,2019
2071,"1,3%",canal24horas,21,03,2019
2072,"0,9%",boing,21,03,2019
2073,"0,8%",dkiss,21,03,2019
2074,"0,7%",disney-channel,21,03,2019
2075,"0,6%",gol-television,21,03,2019
2076,"0,5%",bemadtv,21,03,2019
2077,"0,4%",teledeporte,21,03,2019
2078,"0,4%",ten,21,03,2019
2079,"0,2%",real-madrid-tv,21,03,2019
2080,"15,0%",telecinco,22,03,2019
2081,"11,8%",antena3,22,03,2019
2082,"8,8%",la1,22,03,2019
2083,"8,1%",lasexta,22,03,2019
2084,"4,6%",cuatro,22,03,2019
2085,"3,0%",fdf,22,03,2019
2086,"2,7%",la2,22,03,2019
2087,"2,7%",neox,22,03,2019
2088,"2,5%",divinity,22,03,2019
2089,"2,4%",nova,22,03,2019
2090,"2,4%",energy,22,03,2019
2091,"2,0%",paramountchannel,22,03,2019
2092,"2,0%",13tv,22,03,2019
2093,"1,8%",clan,22,03,2019
2094,"1,7%",discoverymax,22,03,2019
2095,"1,6%",atreseries,22,03,2019
2096,"1,4%",mega-espana,22,03,2019
2097,"1,2%",boing,22,03,2019
2098,"1,1%",dkiss,22,03,2019
2099,"1,0%",disney-channel,22,03,2019
2100,"0,9%",gol-television,22,03,2019
2101,"0,7%",canal24horas,22,03,2019
2102,"0,6%",bemadtv,22,03,2019
2103,"0,4%",teledeporte,22,03,2019
2104,"0,4%",ten,22,03,2019
2105,"0,2%",real-madrid-tv,22,03,2019
2106,"13,9%",la1,23,03,2019
2107,"11,2%",telecinco,23,03,2019
2108,"10,3%",antena3,23,03,2019
2109,"6,9%",lasexta,23,03,2019
2110,"5,2%",cuatro,23,03,2019
2111,"3,0%",energy,23,03,2019
2112,"2,9%",la2,23,03,2019
2113,"2,7%",neox,23,03,2019
2114,"2,4%",fdf,23,03,2019
2115,"2,3%",clan,23,03,2019
2116,"2,2%",13tv,23,03,2019
2117,"2,0%",divinity,23,03,2019
2118,"1,8%",discoverymax,23,03,2019
2119,"1,6%",paramountchannel,23,03,2019
2120,"1,5%",nova,23,03,2019
2121,"1,5%",mega-espana,23,03,2019
2122,"1,3%",disney-channel,23,03,2019
2123,"1,2%",boing,23,03,2019
2124,"1,2%",atreseries,23,03,2019
2125,"0,9%",dkiss,23,03,2019
2126,"0,9%",canal24horas,23,03,2019
2127,"0,7%",gol-television,23,03,2019
2128,"0,6%",teledeporte,23,03,2019
2129,"0,5%",ten,23,03,2019
2130,"0,5%",bemadtv,23,03,2019
2131,"0,4%",real-madrid-tv,23,03,2019
2132,"12,6%",telecinco,24,03,2019
2133,"10,1%",antena3,24,03,2019
2134,"10,0%",la1,24,03,2019
2135,"6,4%",lasexta,24,03,2019
2136,"5,8%",cuatro,24,03,2019
2137,"3,2%",la2,24,03,2019
2138,"3,1%",energy,24,03,2019
2139,"2,6%",neox,24,03,2019
2140,"2,5%",divinity,24,03,2019
2141,"2,5%",fdf,24,03,2019
2142,"2,4%",13tv,24,03,2019
2143,"2,3%",paramountchannel,24,03,2019
2144,"2,0%",discoverymax,24,03,2019
2145,"2,0%",nova,24,03,2019
2146,"1,9%",clan,24,03,2019
2147,"1,7%",mega-espana,24,03,2019
2148,"1,5%",atreseries,24,03,2019
2149,"1,1%",canal24horas,24,03,2019
2150,"1,0%",boing,24,03,2019
2151,"0,9%",disney-channel,24,03,2019
2152,"0,8%",dkiss,24,03,2019
2153,"0,8%",gol-television,24,03,2019
2154,"0,7%",bemadtv,24,03,2019
2155,"0,4%",teledeporte,24,03,2019
2156,"0,4%",ten,24,03,2019
2157,"0,4%",real-madrid-tv,24,03,2019
2158,"15,9%",telecinco,25,03,2019
2159,"12,6%",antena3,25,03,2019
2160,"9,4%",la1,25,03,2019
2161,"8,4%",lasexta,25,03,2019
2162,"4,9%",cuatro,25,03,2019
2163,"2,7%",fdf,25,03,2019
2164,"2,4%",la2,25,03,2019
2165,"2,4%",energy,25,03,2019
2166,"2,3%",neox,25,03,2019
2167,"2,2%",nova,25,03,2019
2168,"2,1%",divinity,25,03,2019
2169,"1,9%",paramountchannel,25,03,2019
2170,"1,9%",clan,25,03,2019
2171,"1,9%",13tv,25,03,2019
2172,"1,7%",discoverymax,25,03,2019
2173,"1,6%",mega-espana,25,03,2019
2174,"1,3%",atreseries,25,03,2019
2175,"1,1%",canal24horas,25,03,2019
2176,"0,9%",dkiss,25,03,2019
2177,"0,9%",boing,25,03,2019
2178,"0,9%",gol-television,25,03,2019
2179,"0,8%",disney-channel,25,03,2019
2180,"0,6%",bemadtv,25,03,2019
2181,"0,5%",ten,25,03,2019
2182,"0,3%",teledeporte,25,03,2019
2183,"0,2%",real-madrid-tv,25,03,2019
2184,"14,9%",la1,26,03,2019
2185,"13,7%",telecinco,26,03,2019
2186,"13,1%",antena3,26,03,2019
2187,"7,1%",lasexta,26,03,2019
2188,"4,2%",cuatro,26,03,2019
2189,"2,5%",fdf,26,03,2019
2190,"2,5%",la2,26,03,2019
2191,"2,4%",nova,26,03,2019
2192,"2,3%",neox,26,03,2019
2193,"2,3%",divinity,26,03,2019
2194,"2,0%",paramountchannel,26,03,2019
2195,"1,9%",energy,26,03,2019
2196,"1,9%",13tv,26,03,2019
2197,"1,8%",clan,26,03,2019
2198,"1,6%",discoverymax,26,03,2019
2199,"1,5%",mega-espana,26,03,2019
2200,"1,0%",atreseries,26,03,2019
2201,"1,0%",canal24horas,26,03,2019
2202,"0,9%",dkiss,26,03,2019
2203,"0,9%",boing,26,03,2019
2204,"0,7%",disney-channel,26,03,2019
2205,"0,6%",gol-television,26,03,2019
2206,"0,6%",ten,26,03,2019
2207,"0,5%",bemadtv,26,03,2019
2208,"0,4%",teledeporte,26,03,2019
2209,"0,2%",real-madrid-tv,26,03,2019
2210,"16,2%",telecinco,27,03,2019
2211,"14,6%",antena3,27,03,2019
2212,"8,5%",la1,27,03,2019
2213,"7,7%",lasexta,27,03,2019
2214,"4,2%",cuatro,27,03,2019
2215,"2,9%",la2,27,03,2019
2216,"2,7%",fdf,27,03,2019
2217,"2,6%",neox,27,03,2019
2218,"2,4%",nova,27,03,2019
2219,"2,2%",divinity,27,03,2019
2220,"2,1%",paramountchannel,27,03,2019
2221,"1,9%",13tv,27,03,2019
2222,"1,9%",energy,27,03,2019
2223,"1,8%",discoverymax,27,03,2019
2224,"1,7%",clan,27,03,2019
2225,"1,7%",mega-espana,27,03,2019
2226,"1,4%",atreseries,27,03,2019
2227,"1,0%",canal24horas,27,03,2019
2228,"0,9%",disney-channel,27,03,2019
2229,"0,9%",boing,27,03,2019
2230,"0,8%",dkiss,27,03,2019
2231,"0,6%",gol-television,27,03,2019
2232,"0,6%",bemadtv,27,03,2019
2233,"0,5%",ten,27,03,2019
2234,"0,3%",teledeporte,27,03,2019
2235,"0,2%",real-madrid-tv,27,03,2019
2236,"17,5%",telecinco,28,03,2019
2237,"12,8%",antena3,28,03,2019
2238,"9,5%",la1,28,03,2019
2239,"7,8%",lasexta,28,03,2019
2240,"4,0%",cuatro,28,03,2019
2241,"2,8%",fdf,28,03,2019
2242,"2,7%",neox,28,03,2019
2243,"2,4%",la2,28,03,2019
2244,"2,2%",nova,28,03,2019
2245,"2,2%",divinity,28,03,2019
2246,"2,1%",13tv,28,03,2019
2247,"2,1%",energy,28,03,2019
2248,"2,0%",paramountchannel,28,03,2019
2249,"1,8%",clan,28,03,2019
2250,"1,6%",discoverymax,28,03,2019
2251,"1,5%",mega-espana,28,03,2019
2252,"1,3%",atreseries,28,03,2019
2253,"1,0%",canal24horas,28,03,2019
2254,"0,9%",dkiss,28,03,2019
2255,"0,8%",boing,28,03,2019
2256,"0,8%",disney-channel,28,03,2019
2257,"0,6%",bemadtv,28,03,2019
2258,"0,5%",gol-television,28,03,2019
2259,"0,4%",teledeporte,28,03,2019
2260,"0,4%",ten,28,03,2019
2261,"0,2%",real-madrid-tv,28,03,2019
2262,"15,2%",telecinco,29,03,2019
2263,"12,2%",antena3,29,03,2019
2264,"8,8%",la1,29,03,2019
2265,"7,9%",lasexta,29,03,2019
2266,"4,6%",cuatro,29,03,2019
2267,"2,8%",nova,29,03,2019
2268,"2,6%",fdf,29,03,2019
2269,"2,5%",neox,29,03,2019
2270,"2,5%",la2,29,03,2019
2271,"2,4%",energy,29,03,2019
2272,"2,3%",divinity,29,03,2019
2273,"1,9%",paramountchannel,29,03,2019
2274,"1,8%",clan,29,03,2019
2275,"1,7%",discoverymax,29,03,2019
2276,"1,6%",mega-espana,29,03,2019
2277,"1,6%",13tv,29,03,2019
2278,"1,4%",atreseries,29,03,2019
2279,"1,3%",boing,29,03,2019
2280,"1,1%",gol-television,29,03,2019
2281,"1,0%",dkiss,29,03,2019
2282,"1,0%",disney-channel,29,03,2019
2283,"0,7%",canal24horas,29,03,2019
2284,"0,6%",ten,29,03,2019
2285,"0,6%",bemadtv,29,03,2019
2286,"0,3%",teledeporte,29,03,2019
2287,"0,3%",real-madrid-tv,29,03,2019
2288,"10,8%",la1,30,03,2019
2289,"10,4%",antena3,30,03,2019
2290,"9,0%",telecinco,30,03,2019
2291,"6,4%",lasexta,30,03,2019
2292,"5,8%",cuatro,30,03,2019
2293,"2,8%",fdf,30,03,2019
2294,"2,8%",la2,30,03,2019
2295,"2,7%",neox,30,03,2019
2296,"2,5%",energy,30,03,2019
2297,"2,3%",clan,30,03,2019
2298,"2,3%",divinity,30,03,2019
2299,"2,3%",paramountchannel,30,03,2019
2300,"1,9%",13tv,30,03,2019
2301,"1,8%",nova,30,03,2019
2302,"1,8%",discoverymax,30,03,2019
2303,"1,7%",boing,30,03,2019
2304,"1,6%",mega-espana,30,03,2019
2305,"1,4%",atreseries,30,03,2019
2306,"1,1%",disney-channel,30,03,2019
2307,"1,1%",canal24horas,30,03,2019
2308,"1,0%",gol-television,30,03,2019
2309,"0,8%",dkiss,30,03,2019
2310,"0,7%",bemadtv,30,03,2019
2311,"0,5%",teledeporte,30,03,2019
2312,"0,4%",ten,30,03,2019
2313,"0,4%",real-madrid-tv,30,03,2019
2314,"11,8%",telecinco,31,03,2019
2315,"10,4%",antena3,31,03,2019
2316,"10,2%",la1,31,03,2019
2317,"8,2%",lasexta,31,03,2019
2318,"5,2%",cuatro,31,03,2019
2319,"2,7%",neox,31,03,2019
2320,"2,7%",fdf,31,03,2019
2321,"2,6%",la2,31,03,2019
2322,"2,6%",nova,31,03,2019
2323,"2,4%",energy,31,03,2019
2324,"2,0%",13tv,31,03,2019
2325,"1,7%",clan,31,03,2019
2326,"1,7%",mega-espana,31,03,2019
2327,"1,7%",divinity,31,03,2019
2328,"1,7%",paramountchannel,31,03,2019
2329,"1,6%",gol-television,31,03,2019
2330,"1,6%",discoverymax,31,03,2019
2331,"1,2%",atreseries,31,03,2019
2332,"1,0%",canal24horas,31,03,2019
2333,"1,0%",boing,31,03,2019
2334,"0,9%",disney-channel,31,03,2019
2335,"0,7%",dkiss,31,03,2019
2336,"0,6%",teledeporte,31,03,2019
2337,"0,6%",bemadtv,31,03,2019
2338,"0,5%",ten,31,03,2019
2339,"0,5%",real-madrid-tv,31,03,2019
2340,"16,5%",telecinco,01,04,2019
2341,"11,7%",antena3,01,04,2019
2342,"9,7%",la1,01,04,2019
2343,"8,4%",lasexta,01,04,2019
2344,"5,0%",cuatro,01,04,2019
2345,"2,6%",fdf,01,04,2019
2346,"2,6%",la2,01,04,2019
2347,"2,5%",neox,01,04,2019
2348,"2,5%",paramountchannel,01,04,2019
2349,"2,4%",energy,01,04,2019
2350,"2,1%",nova,01,04,2019
2351,"2,1%",13tv,01,04,2019
2352,"2,0%",divinity,01,04,2019
2353,"1,7%",clan,01,04,2019
2354,"1,6%",mega-espana,01,04,2019
2355,"1,6%",discoverymax,01,04,2019
2356,"1,1%",atreseries,01,04,2019
2357,"1,0%",gol-television,01,04,2019
2358,"0,9%",boing,01,04,2019
2359,"0,8%",dkiss,01,04,2019
2360,"0,8%",canal24horas,01,04,2019
2361,"0,8%",disney-channel,01,04,2019
2362,"0,5%",ten,01,04,2019
2363,"0,5%",bemadtv,01,04,2019
2364,"0,3%",teledeporte,01,04,2019
2365,"0,2%",real-madrid-tv,01,04,2019
2366,"13,7%",telecinco,02,04,2019
2367,"12,6%",antena3,02,04,2019
2368,"10,6%",la1,02,04,2019
2369,"7,6%",lasexta,02,04,2019
2370,"4,5%",cuatro,02,04,2019
2371,"2,7%",fdf,02,04,2019
2372,"2,5%",la2,02,04,2019
2373,"2,5%",neox,02,04,2019
2374,"2,3%",nova,02,04,2019
2375,"2,3%",energy,02,04,2019
2376,"2,2%",divinity,02,04,2019
2377,"2,1%",13tv,02,04,2019
2378,"2,0%",paramountchannel,02,04,2019
2379,"1,7%",discoverymax,02,04,2019
2380,"1,6%",mega-espana,02,04,2019
2381,"1,6%",clan,02,04,2019
2382,"1,1%",gol-television,02,04,2019
2383,"1,1%",atreseries,02,04,2019
2384,"1,0%",canal24horas,02,04,2019
2385,"0,9%",dkiss,02,04,2019
2386,"0,9%",boing,02,04,2019
2387,"0,8%",disney-channel,02,04,2019
2388,"0,5%",ten,02,04,2019
2389,"0,5%",bemadtv,02,04,2019
2390,"0,3%",teledeporte,02,04,2019
2391,"0,2%",real-madrid-tv,02,04,2019
2392,"16,0%",telecinco,03,04,2019
2393,"14,0%",antena3,03,04,2019
2394,"8,4%",la1,03,04,2019
2395,"6,9%",lasexta,03,04,2019
2396,"4,6%",cuatro,03,04,2019
2397,"2,8%",la2,03,04,2019
2398,"2,5%",neox,03,04,2019
2399,"2,5%",fdf,03,04,2019
2400,"2,3%",nova,03,04,2019
2401,"2,2%",divinity,03,04,2019
2402,"1,9%",paramountchannel,03,04,2019
2403,"1,8%",13tv,03,04,2019
2404,"1,7%",energy,03,04,2019
2405,"1,6%",mega-espana,03,04,2019
2406,"1,6%",clan,03,04,2019
2407,"1,6%",discoverymax,03,04,2019
2408,"1,2%",atreseries,03,04,2019
2409,"1,1%",canal24horas,03,04,2019
2410,"0,9%",gol-television,03,04,2019
2411,"0,8%",disney-channel,03,04,2019
2412,"0,8%",boing,03,04,2019
2413,"0,7%",dkiss,03,04,2019
2414,"0,5%",ten,03,04,2019
2415,"0,4%",teledeporte,03,04,2019
2416,"0,4%",bemadtv,03,04,2019
2417,"0,3%",real-madrid-tv,03,04,2019
2418,"17,6%",telecinco,04,04,2019
2419,"12,6%",antena3,04,04,2019
2420,"8,9%",la1,04,04,2019
2421,"8,0%",lasexta,04,04,2019
2422,"4,0%",cuatro,04,04,2019
2423,"3,0%",la2,04,04,2019
2424,"2,7%",fdf,04,04,2019
2425,"2,5%",neox,04,04,2019
2426,"2,2%",nova,04,04,2019
2427,"2,1%",13tv,04,04,2019
2428,"2,1%",paramountchannel,04,04,2019
2429,"1,9%",energy,04,04,2019
2430,"1,8%",clan,04,04,2019
2431,"1,8%",divinity,04,04,2019
2432,"1,6%",discoverymax,04,04,2019
2433,"1,5%",mega-espana,04,04,2019
2434,"1,5%",gol-television,04,04,2019
2435,"1,1%",atreseries,04,04,2019
2436,"1,1%",canal24horas,04,04,2019
2437,"0,8%",dkiss,04,04,2019
2438,"0,8%",boing,04,04,2019
2439,"0,8%",disney-channel,04,04,2019
2440,"0,6%",bemadtv,04,04,2019
2441,"0,4%",ten,04,04,2019
2442,"0,3%",teledeporte,04,04,2019
2443,"0,1%",real-madrid-tv,04,04,2019
2444,"15,2%",telecinco,05,04,2019
2445,"11,9%",antena3,05,04,2019
2446,"8,6%",la1,05,04,2019
2447,"7,7%",lasexta,05,04,2019
2448,"4,6%",cuatro,05,04,2019
2449,"3,0%",fdf,05,04,2019
2450,"3,0%",la2,05,04,2019
2451,"2,9%",neox,05,04,2019
2452,"2,6%",energy,05,04,2019
2453,"2,2%",nova,05,04,2019
2454,"2,2%",divinity,05,04,2019
2455,"2,1%",paramountchannel,05,04,2019
2456,"1,9%",clan,05,04,2019
2457,"1,9%",13tv,05,04,2019
2458,"1,7%",discoverymax,05,04,2019
2459,"1,6%",mega-espana,05,04,2019
2460,"1,4%",atreseries,05,04,2019
2461,"1,1%",gol-television,05,04,2019
2462,"1,1%",boing,05,04,2019
2463,"1,0%",disney-channel,05,04,2019
2464,"0,9%",dkiss,05,04,2019
2465,"0,6%",canal24horas,05,04,2019
2466,"0,6%",bemadtv,05,04,2019
2467,"0,4%",teledeporte,05,04,2019
2468,"0,4%",ten,05,04,2019
2469,"0,2%",real-madrid-tv,05,04,2019
2470,"11,2%",antena3,06,04,2019
2471,"11,1%",telecinco,06,04,2019
2472,"9,6%",la1,06,04,2019
2473,"6,4%",cuatro,06,04,2019
2474,"5,5%",lasexta,06,04,2019
2475,"2,8%",fdf,06,04,2019
2476,"2,5%",neox,06,04,2019
2477,"2,4%",la2,06,04,2019
2478,"2,3%",clan,06,04,2019
2479,"2,3%",energy,06,04,2019
2480,"2,1%",13tv,06,04,2019
2481,"2,0%",paramountchannel,06,04,2019
2482,"1,8%",divinity,06,04,2019
2483,"1,7%",discoverymax,06,04,2019
2484,"1,6%",nova,06,04,2019
2485,"1,5%",mega-espana,06,04,2019
2486,"1,4%",boing,06,04,2019
2487,"1,3%",disney-channel,06,04,2019
2488,"1,3%",gol-television,06,04,2019
2489,"1,0%",atreseries,06,04,2019
2490,"0,8%",canal24horas,06,04,2019
2491,"0,7%",dkiss,06,04,2019
2492,"0,6%",teledeporte,06,04,2019
2493,"0,5%",bemadtv,06,04,2019
2494,"0,5%",real-madrid-tv,06,04,2019
2495,"0,4%",ten,06,04,2019
2496,"11,9%",telecinco,07,04,2019
2497,"11,2%",la1,07,04,2019
2498,"9,6%",antena3,07,04,2019
2499,"6,5%",lasexta,07,04,2019
2500,"5,4%",cuatro,07,04,2019
2501,"2,8%",la2,07,04,2019
2502,"2,7%",fdf,07,04,2019
2503,"2,5%",neox,07,04,2019
2504,"2,2%",nova,07,04,2019
2505,"2,1%",13tv,07,04,2019
2506,"2,1%",paramountchannel,07,04,2019
2507,"1,9%",energy,07,04,2019
2508,"1,8%",clan,07,04,2019
2509,"1,8%",divinity,07,04,2019
2510,"1,6%",discoverymax,07,04,2019
2511,"1,5%",mega-espana,07,04,2019
2512,"1,5%",gol-television,07,04,2019
2513,"1,1%",atreseries,07,04,2019
2514,"1,1%",canal24horas,07,04,2019
2515,"0,8%",dkiss,07,04,2019
2516,"0,8%",boing,07,04,2019
2517,"0,8%",disney-channel,07,04,2019
2518,"0,6%",bemadtv,07,04,2019
2519,"0,4%",ten,07,04,2019
2520,"0,3%",teledeporte,07,04,2019
2521,"0,1%",real-madrid-tv,07,04,2019
2522,"16,3%",telecinco,08,04,2019
2523,"11,7%",antena3,08,04,2019
2524,"9,3%",la1,08,04,2019
2525,"8,6%",lasexta,08,04,2019
2526,"5,0%",cuatro,08,04,2019
2527,"2,6%",la2,08,04,2019
2528,"2,6%",fdf,08,04,2019
2529,"2,4%",nova,08,04,2019
2530,"2,4%",energy,08,04,2019
2531,"2,3%",neox,08,04,2019
2532,"2,1%",13tv,08,04,2019
2533,"2,0%",divinity,08,04,2019
2534,"2,0%",paramountchannel,08,04,2019
2535,"1,9%",clan,08,04,2019
2536,"1,6%",discoverymax,08,04,2019
2537,"1,5%",mega-espana,08,04,2019
2538,"1,3%",atreseries,08,04,2019
2539,"1,2%",gol-television,08,04,2019
2540,"0,9%",boing,08,04,2019
2541,"0,8%",dkiss,08,04,2019
2542,"0,8%",disney-channel,08,04,2019
2543,"0,7%",canal24horas,08,04,2019
2544,"0,6%",bemadtv,08,04,2019
2545,"0,5%",ten,08,04,2019
2546,"0,4%",teledeporte,08,04,2019
2547,"0,2%",real-madrid-tv,08,04,2019
2548,"13,9%",telecinco,09,04,2019
2549,"13,2%",antena3,09,04,2019
2550,"10,9%",la1,09,04,2019
2551,"8,7%",lasexta,09,04,2019
2552,"4,3%",cuatro,09,04,2019
2553,"3,0%",fdf,09,04,2019
2554,"2,4%",la2,09,04,2019
2555,"2,4%",nova,09,04,2019
2556,"2,3%",13tv,09,04,2019
2557,"2,2%",divinity,09,04,2019
2558,"2,2%",paramountchannel,09,04,2019
2559,"2,1%",neox,09,04,2019
2560,"2,0%",energy,09,04,2019
2561,"1,9%",clan,09,04,2019
2562,"1,7%",discoverymax,09,04,2019
2563,"1,4%",mega-espana,09,04,2019
2564,"1,2%",atreseries,09,04,2019
2565,"1,0%",canal24horas,09,04,2019
2566,"0,8%",dkiss,09,04,2019
2567,"0,8%",boing,09,04,2019
2568,"0,8%",gol-television,09,04,2019
2569,"0,7%",disney-channel,09,04,2019
2570,"0,5%",ten,09,04,2019
2571,"0,4%",teledeporte,09,04,2019
2572,"0,4%",bemadtv,09,04,2019
2573,"0,2%",real-madrid-tv,09,04,2019
2574,"17,2%",telecinco,10,04,2019
2575,"14,5%",antena3,10,04,2019
2576,"8,1%",la1,10,04,2019
2577,"7,0%",lasexta,10,04,2019
2578,"4,9%",cuatro,10,04,2019
2579,"2,6%",la2,10,04,2019
2580,"2,5%",fdf,10,04,2019
2581,"2,4%",neox,10,04,2019
2582,"2,2%",nova,10,04,2019
2583,"2,0%",divinity,10,04,2019
2584,"1,9%",13tv,10,04,2019
2585,"1,8%",clan,10,04,2019
2586,"1,8%",paramountchannel,10,04,2019
2587,"1,7%",energy,10,04,2019
2588,"1,6%",mega-espana,10,04,2019
2589,"1,6%",discoverymax,10,04,2019
2590,"1,2%",atreseries,10,04,2019
2591,"1,0%",gol-television,10,04,2019
2592,"0,9%",canal24horas,10,04,2019
2593,"0,9%",boing,10,04,2019
2594,"0,8%",dkiss,10,04,2019
2595,"0,8%",disney-channel,10,04,2019
2596,"0,5%",bemadtv,10,04,2019
2597,"0,4%",teledeporte,10,04,2019
2598,"0,4%",ten,10,04,2019
2599,"0,1%",real-madrid-tv,10,04,2019
2600,,,11,04,2019
2601,"15,8%",telecinco,12,04,2019
2602,"12,0%",antena3,12,04,2019
2603,"7,9%",la1,12,04,2019
2604,"7,5%",lasexta,12,04,2019
2605,"4,7%",cuatro,12,04,2019
2606,"2,9%",neox,12,04,2019
2607,"2,7%",fdf,12,04,2019
2608,"2,6%",la2,12,04,2019
2609,"2,5%",energy,12,04,2019
2610,"2,4%",nova,12,04,2019
2611,"2,3%",divinity,12,04,2019
2612,"2,2%",paramountchannel,12,04,2019
2613,"2,1%",13tv,12,04,2019
2614,"1,8%",clan,12,04,2019
2615,"1,7%",discoverymax,12,04,2019
2616,"1,5%",mega-espana,12,04,2019
2617,"1,3%",atreseries,12,04,2019
2618,"1,2%",boing,12,04,2019
2619,"1,1%",disney-channel,12,04,2019
2620,"1,1%",gol-television,12,04,2019
2621,"1,0%",dkiss,12,04,2019
2622,"0,6%",canal24horas,12,04,2019
2623,"0,6%",bemadtv,12,04,2019
2624,"0,5%",teledeporte,12,04,2019
2625,"0,4%",ten,12,04,2019
2626,"0,2%",real-madrid-tv,12,04,2019
2627,"11,8%",telecinco,13,04,2019
2628,"10,2%",antena3,13,04,2019
2629,"9,4%",la1,13,04,2019
2630,"6,6%",lasexta,13,04,2019
2631,"5,7%",cuatro,13,04,2019
2632,"3,1%",fdf,13,04,2019
2633,"2,8%",neox,13,04,2019
2634,"2,7%",energy,13,04,2019
2635,"2,6%",la2,13,04,2019
2636,"2,2%",clan,13,04,2019
2637,"2,2%",divinity,13,04,2019
2638,"2,0%",13tv,13,04,2019
2639,"1,9%",paramountchannel,13,04,2019
2640,"1,7%",nova,13,04,2019
2641,"1,5%",discoverymax,13,04,2019
2642,"1,4%",disney-channel,13,04,2019
2643,"1,3%",boing,13,04,2019
2644,"1,2%",atreseries,13,04,2019
2645,"1,2%",mega-espana,13,04,2019
2646,"1,1%",gol-television,13,04,2019
2647,"0,9%",canal24horas,13,04,2019
2648,"0,8%",bemadtv,13,04,2019
2649,"0,8%",dkiss,13,04,2019
2650,"0,5%",teledeporte,13,04,2019
2651,"0,4%",real-madrid-tv,13,04,2019
2652,"0,3%",ten,13,04,2019
2653,"12,9%",telecinco,14,04,2019
2654,"10,4%",la1,14,04,2019
2655,"9,6%",antena3,14,04,2019
2656,"5,9%",cuatro,14,04,2019
2657,"4,3%",lasexta,14,04,2019
2658,"3,0%",la2,14,04,2019
2659,"2,9%",energy,14,04,2019
2660,"2,7%",13tv,14,04,2019
2661,"2,7%",neox,14,04,2019
2662,"2,6%",fdf,14,04,2019
2663,"2,1%",nova,14,04,2019
2664,"2,1%",divinity,14,04,2019
2665,"1,8%",clan,14,04,2019
2666,"1,7%",paramountchannel,14,04,2019
2667,"1,7%",discoverymax,14,04,2019
2668,"1,7%",mega-espana,14,04,2019
2669,"1,6%",gol-television,14,04,2019
2670,"1,4%",atreseries,14,04,2019
2671,"1,0%",boing,14,04,2019
2672,"0,9%",canal24horas,14,04,2019
2673,"0,9%",disney-channel,14,04,2019
2674,"0,8%",bemadtv,14,04,2019
2675,"0,8%",teledeporte,14,04,2019
2676,"0,7%",dkiss,14,04,2019
2677,"0,4%",real-madrid-tv,14,04,2019
2678,"0,3%",ten,14,04,2019
2679,"16,3%",telecinco,15,04,2019
2680,"10,9%",antena3,15,04,2019
2681,"9,3%",la1,15,04,2019
2682,"6,7%",lasexta,15,04,2019
2683,"5,1%",cuatro,15,04,2019
2684,"2,6%",fdf,15,04,2019
2685,"2,6%",la2,15,04,2019
2686,"2,3%",clan,15,04,2019
2687,"2,3%",neox,15,04,2019
2688,"2,3%",nova,15,04,2019
2689,"2,2%",13tv,15,04,2019
2690,"2,2%",energy,15,04,2019
2691,"2,0%",divinity,15,04,2019
2692,"1,9%",paramountchannel,15,04,2019
2693,"1,6%",mega-espana,15,04,2019
2694,"1,3%",canal24horas,15,04,2019
2695,"1,3%",discoverymax,15,04,2019
2696,"1,2%",atreseries,15,04,2019
2697,"1,1%",disney-channel,15,04,2019
2698,"1,0%",boing,15,04,2019
2699,"0,9%",dkiss,15,04,2019
2700,"0,8%",gol-television,15,04,2019
2701,"0,6%",teledeporte,15,04,2019
2702,"0,5%",bemadtv,15,04,2019
2703,"0,4%",ten,15,04,2019
2704,"0,3%",real-madrid-tv,15,04,2019
2705,"13,5%",telecinco,16,04,2019
2706,"12,0%",antena3,16,04,2019
2707,"8,9%",la1,16,04,2019
2708,"6,4%",lasexta,16,04,2019
2709,"5,0%",cuatro,16,04,2019
2710,"2,9%",fdf,16,04,2019
2711,"2,7%",la2,16,04,2019
2712,"2,3%",nova,16,04,2019
2713,"2,3%",neox,16,04,2019
2714,"2,3%",divinity,16,04,2019
2715,"2,3%",energy,16,04,2019
2716,"2,1%",clan,16,04,2019
2717,"1,8%",13tv,16,04,2019
2718,"1,8%",paramountchannel,16,04,2019
2719,"1,6%",mega-espana,16,04,2019
2720,"1,6%",discoverymax,16,04,2019
2721,"1,4%",atreseries,16,04,2019
2722,"1,4%",canal24horas,16,04,2019
2723,"1,3%",gol-television,16,04,2019
2724,"1,2%",disney-channel,16,04,2019
2725,"1,2%",boing,16,04,2019
2726,"1,0%",dkiss,16,04,2019
