Ranking diari,Audiencia,Cadena,Dia,Mes,Any
688,"1,8%",clan,27,01,2019
689,"1,7%",discoverymax,27,01,2019
690,"1,5%",mega-espana,27,01,2019
691,"1,3%",nova,27,01,2019
692,"1,2%",disney-channel,27,01,2019
693,"1,2%",atreseries,27,01,2019
694,"1,2%",boing,27,01,2019
695,"1,0%",canal24horas,27,01,2019
696,"1,0%",gol-television,27,01,2019
697,"0,9%",bemadtv,27,01,2019
698,"0,7%",dkiss,27,01,2019
699,"0,6%",teledeporte,27,01,2019
700,"0,5%",real-madrid-tv,27,01,2019
701,"0,4%",ten,27,01,2019
702,"15,3%",antena3,28,01,2019
703,"15,1%",telecinco,28,01,2019
704,"8,7%",la1,28,01,2019
705,"8,4%",lasexta,28,01,2019
706,"4,5%",cuatro,28,01,2019
707,"2,8%",la2,28,01,2019
708,"2,5%",neox,28,01,2019
709,"2,4%",nova,28,01,2019
710,"2,3%",fdf,28,01,2019
711,"2,1%",energy,28,01,2019
712,"2,1%",13tv,28,01,2019
713,"1,8%",mega-espana,28,01,2019
714,"1,8%",paramountchannel,28,01,2019
715,"1,7%",divinity,28,01,2019
716,"1,6%",clan,28,01,2019
717,"1,3%",discoverymax,28,01,2019
718,"1,3%",gol-television,28,01,2019
719,"1,2%",atreseries,28,01,2019
720,"1,0%",boing,28,01,2019
721,"0,9%",disney-channel,28,01,2019
722,"0,8%",dkiss,28,01,2019
723,"0,8%",canal24horas,28,01,2019
724,"0,6%",bemadtv,28,01,2019
725,"0,3%",teledeporte,28,01,2019
726,"0,3%",ten,28,01,2019
727,"0,2%",real-madrid-tv,28,01,2019
728,"16,5%",telecinco,29,01,2019
729,"15,5%",antena3,29,01,2019
730,"8,6%",la1,29,01,2019
731,"7,7%",lasexta,29,01,2019
732,"4,3%",cuatro,29,01,2019
733,"2,5%",la2,29,01,2019
734,"2,4%",fdf,29,01,2019
735,"2,4%",neox,29,01,2019
736,"2,2%",nova,29,01,2019
737,"2,0%",paramountchannel,29,01,2019
738,"2,0%",energy,29,01,2019
739,"1,9%",13tv,29,01,2019
740,"1,8%",divinity,29,01,2019
741,"1,7%",clan,29,01,2019
742,"1,5%",mega-espana,29,01,2019
743,"1,4%",discoverymax,29,01,2019
744,"1,0%",atreseries,29,01,2019
745,"0,9%",boing,29,01,2019
746,"0,9%",canal24horas,29,01,2019
747,"0,7%",dkiss,29,01,2019
748,"0,7%",gol-television,29,01,2019
749,"0,7%",disney-channel,29,01,2019
750,"0,6%",bemadtv,29,01,2019
751,"0,4%",teledeporte,29,01,2019
752,"0,4%",ten,29,01,2019
753,"0,2%",real-madrid-tv,29,01,2019
754,"14,5%",antena3,30,01,2019
755,"14,1%",telecinco,30,01,2019
756,"10,8%",la1,30,01,2019
757,"7,4%",lasexta,30,01,2019
758,"4,4%",cuatro,30,01,2019
759,"2,8%",la2,30,01,2019
760,"2,6%",neox,30,01,2019
761,"2,6%",fdf,30,01,2019
762,"2,4%",nova,30,01,2019
763,"2,1%",gol-television,30,01,2019
764,"1,9%",paramountchannel,30,01,2019
765,"1,9%",energy,30,01,2019
766,"1,8%",13tv,30,01,2019
767,"1,7%",mega-espana,30,01,2019
768,"1,6%",discoverymax,30,01,2019
769,"1,6%",clan,30,01,2019
770,"1,4%",divinity,30,01,2019
771,"1,3%",atreseries,30,01,2019
772,"1,0%",boing,30,01,2019
773,"0,9%",canal24horas,30,01,2019
774,"0,8%",dkiss,30,01,2019
775,"0,7%",disney-channel,30,01,2019
776,"0,5%",bemadtv,30,01,2019
777,"0,4%",teledeporte,30,01,2019
778,"0,4%",ten,30,01,2019
779,"0,2%",real-madrid-tv,30,01,2019
780,"17,0%",telecinco,31,01,2019
781,"13,2%",antena3,31,01,2019
782,"9,3%",la1,31,01,2019
783,"8,1%",lasexta,31,01,2019
784,"4,3%",cuatro,31,01,2019
785,"2,6%",neox,31,01,2019
786,"2,6%",fdf,31,01,2019
787,"2,4%",la2,31,01,2019
788,"2,2%",nova,31,01,2019
789,"2,1%",energy,31,01,2019
790,"2,0%",13tv,31,01,2019
791,"1,9%",paramountchannel,31,01,2019
792,"1,8%",clan,31,01,2019
793,"1,6%",mega-espana,31,01,2019
794,"1,6%",discoverymax,31,01,2019
795,"1,5%",divinity,31,01,2019
796,"1,1%",atreseries,31,01,2019
797,"0,9%",disney-channel,31,01,2019
798,"0,9%",gol-television,31,01,2019
799,"0,9%",boing,31,01,2019
800,"0,8%",dkiss,31,01,2019
801,"0,8%",canal24horas,31,01,2019
802,"0,5%",bemadtv,31,01,2019
803,"0,4%",teledeporte,31,01,2019
804,"0,4%",ten,31,01,2019
805,"0,4%",real-madrid-tv,31,01,2019
806,"15,3%",antena3,01,02,2019
807,"14,3%",telecinco,01,02,2019
808,"8,6%",la1,01,02,2019
809,"7,9%",lasexta,01,02,2019
810,"4,6%",cuatro,01,02,2019
811,"2,8%",fdf,01,02,2019
812,"2,8%",la2,01,02,2019
813,"2,4%",neox,01,02,2019
814,"2,4%",energy,01,02,2019
815,"2,2%",nova,01,02,2019
816,"1,8%",clan,01,02,2019
817,"1,8%",divinity,01,02,2019
818,"1,8%",paramountchannel,01,02,2019
819,"1,7%",discoverymax,01,02,2019
820,"1,6%",13tv,01,02,2019
821,"1,5%",mega-espana,01,02,2019
822,"1,2%",atreseries,01,02,2019
823,"1,1%",boing,01,02,2019
824,"1,0%",disney-channel,01,02,2019
825,"1,0%",gol-television,01,02,2019
826,"0,9%",canal24horas,01,02,2019
827,"0,8%",dkiss,01,02,2019
828,"0,7%",bemadtv,01,02,2019
829,"0,4%",ten,01,02,2019
830,"0,3%",teledeporte,01,02,2019
831,"0,2%",real-madrid-tv,01,02,2019
832,"15,2%",la1,02,02,2019
833,"10,7%",telecinco,02,02,2019
834,"10,7%",antena3,02,02,2019
835,"5,7%",lasexta,02,02,2019
836,"5,6%",cuatro,02,02,2019
837,"2,6%",fdf,02,02,2019
838,"2,5%",la2,02,02,2019
839,"2,4%",energy,02,02,2019
840,"2,1%",neox,02,02,2019
841,"1,9%",divinity,02,02,2019
842,"1,8%",clan,02,02,2019
843,"1,8%",13tv,02,02,2019
844,"1,7%",gol-television,02,02,2019
845,"1,6%",paramountchannel,02,02,2019
846,"1,5%",discoverymax,02,02,2019
847,"1,4%",atreseries,02,02,2019
848,"1,3%",disney-channel,02,02,2019
849,"1,3%",mega-espana,02,02,2019
850,"1,3%",nova,02,02,2019
851,"1,3%",boing,02,02,2019
852,"1,0%",canal24horas,02,02,2019
853,"0,8%",dkiss,02,02,2019
854,"0,7%",bemadtv,02,02,2019
855,"0,6%",ten,02,02,2019
856,"0,4%",teledeporte,02,02,2019
857,"0,3%",real-madrid-tv,02,02,2019
858,"11,6%",telecinco,03,02,2019
859,"11,3%",antena3,03,02,2019
860,"10,6%",la1,03,02,2019
861,"7,9%",lasexta,03,02,2019
862,"6,2%",cuatro,03,02,2019
863,"2,9%",fdf,03,02,2019
864,"2,7%",la2,03,02,2019
865,"2,5%",energy,03,02,2019
866,"2,1%",divinity,03,02,2019
867,"2,0%",neox,03,02,2019
868,"2,0%",13tv,03,02,2019
869,"1,8%",paramountchannel,03,02,2019
870,"1,7%",discoverymax,03,02,2019
871,"1,7%",clan,03,02,2019
872,"1,5%",mega-espana,03,02,2019
873,"1,4%",nova,03,02,2019
874,"1,3%",disney-channel,03,02,2019
875,"1,1%",boing,03,02,2019
876,"1,0%",atreseries,03,02,2019
877,"0,9%",dkiss,03,02,2019
878,"0,9%",gol-television,03,02,2019
879,"0,8%",canal24horas,03,02,2019
880,"0,8%",bemadtv,03,02,2019
881,"0,6%",real-madrid-tv,03,02,2019
882,"0,5%",ten,03,02,2019
883,"0,4%",teledeporte,03,02,2019
884,"15,5%",telecinco,04,02,2019
885,"15,3%",antena3,04,02,2019
886,"8,7%",la1,04,02,2019
887,"8,3%",lasexta,04,02,2019
888,"4,4%",cuatro,04,02,2019
889,"3,0%",fdf,04,02,2019
890,"2,4%",nova,04,02,2019
891,"2,4%",la2,04,02,2019
892,"2,3%",energy,04,02,2019
893,"2,2%",neox,04,02,2019
894,"2,1%",13tv,04,02,2019
895,"1,9%",paramountchannel,04,02,2019
896,"1,8%",clan,04,02,2019
897,"1,8%",mega-espana,04,02,2019
898,"1,8%",divinity,04,02,2019
899,"1,6%",discoverymax,04,02,2019
900,"1,2%",atreseries,04,02,2019
901,"0,9%",disney-channel,04,02,2019
902,"0,9%",canal24horas,04,02,2019
903,"0,9%",gol-television,04,02,2019
904,"0,9%",boing,04,02,2019
905,"0,7%",dkiss,04,02,2019
906,"0,4%",bemadtv,04,02,2019
907,"0,4%",ten,04,02,2019
908,"0,2%",teledeporte,04,02,2019
909,"0,2%",real-madrid-tv,04,02,2019
910,"16,9%",telecinco,05,02,2019
911,"15,4%",antena3,05,02,2019
912,"8,5%",la1,05,02,2019
913,"7,7%",lasexta,05,02,2019
914,"4,7%",cuatro,05,02,2019
915,"2,9%",fdf,05,02,2019
916,"2,8%",la2,05,02,2019
917,"2,4%",neox,05,02,2019
918,"2,2%",nova,05,02,2019
919,"2,1%",energy,05,02,2019
920,"2,0%",13tv,05,02,2019
921,"2,0%",paramountchannel,05,02,2019
922,"1,9%",divinity,05,02,2019
923,"1,7%",mega-espana,05,02,2019
924,"1,6%",clan,05,02,2019
925,"1,5%",discoverymax,05,02,2019
926,"1,0%",atreseries,05,02,2019
927,"0,9%",canal24horas,05,02,2019
928,"0,8%",dkiss,05,02,2019
929,"0,8%",boing,05,02,2019
930,"0,7%",gol-television,05,02,2019
931,"0,7%",disney-channel,05,02,2019
932,"0,5%",bemadtv,05,02,2019
933,"0,4%",ten,05,02,2019
934,"0,2%",teledeporte,05,02,2019
935,"0,2%",real-madrid-tv,05,02,2019
936,"15,5%",la1,06,02,2019
937,"14,8%",telecinco,06,02,2019
938,"12,2%",antena3,06,02,2019
939,"7,2%",lasexta,06,02,2019
940,"4,0%",cuatro,06,02,2019
941,"2,9%",la2,06,02,2019
942,"2,6%",fdf,06,02,2019
943,"2,4%",neox,06,02,2019
944,"2,2%",gol-television,06,02,2019
945,"2,1%",nova,06,02,2019
946,"2,0%",energy,06,02,2019
947,"1,9%",13tv,06,02,2019
948,"1,8%",paramountchannel,06,02,2019
949,"1,7%",mega-espana,06,02,2019
950,"1,7%",divinity,06,02,2019
951,"1,5%",clan,06,02,2019
952,"1,5%",discoverymax,06,02,2019
953,"1,1%",atreseries,06,02,2019
954,"0,8%",canal24horas,06,02,2019
955,"0,7%",dkiss,06,02,2019
956,"0,7%",boing,06,02,2019
957,"0,7%",disney-channel,06,02,2019
958,"0,6%",bemadtv,06,02,2019
959,"0,5%",ten,06,02,2019
960,"0,3%",teledeporte,06,02,2019
961,"0,3%",real-madrid-tv,06,02,2019
962,"18,1%",telecinco,07,02,2019
963,"13,3%",antena3,07,02,2019
964,"10,8%",la1,07,02,2019
965,"7,6%",lasexta,07,02,2019
966,"4,2%",cuatro,07,02,2019
967,"2,9%",fdf,07,02,2019
968,"2,6%",la2,07,02,2019
969,"2,3%",neox,07,02,2019
970,"2,2%",nova,07,02,2019
971,"1,9%",13tv,07,02,2019
972,"1,8%",paramountchannel,07,02,2019
973,"1,8%",energy,07,02,2019
974,"1,7%",mega-espana,07,02,2019
975,"1,7%",divinity,07,02,2019
976,"1,5%",clan,07,02,2019
977,"1,4%",gol-television,07,02,2019
978,"1,4%",discoverymax,07,02,2019
979,"1,2%",atreseries,07,02,2019
980,"0,9%",boing,07,02,2019
981,"0,8%",dkiss,07,02,2019
982,"0,8%",canal24horas,07,02,2019
983,"0,8%",disney-channel,07,02,2019
984,"0,4%",ten,07,02,2019
985,"0,4%",bemadtv,07,02,2019
986,"0,3%",teledeporte,07,02,2019
987,"0,2%",real-madrid-tv,07,02,2019
988,"16,4%",antena3,08,02,2019
989,"15,3%",telecinco,08,02,2019
990,"9,0%",la1,08,02,2019
991,"7,5%",lasexta,08,02,2019
992,"4,3%",cuatro,08,02,2019
993,"2,8%",fdf,08,02,2019
994,"2,5%",neox,08,02,2019
995,"2,4%",la2,08,02,2019
996,"2,4%",energy,08,02,2019
997,"2,3%",nova,08,02,2019
998,"1,9%",divinity,08,02,2019
999,"1,6%",13tv,08,02,2019
1000,"1,6%",paramountchannel,08,02,2019
1001,"1,6%",clan,08,02,2019
1002,"1,4%",discoverymax,08,02,2019
1003,"1,4%",mega-espana,08,02,2019
1004,"1,1%",boing,08,02,2019
1005,"1,0%",disney-channel,08,02,2019
1006,"1,0%",atreseries,08,02,2019
1007,"0,9%",dkiss,08,02,2019
1008,"0,8%",gol-television,08,02,2019
1009,"0,8%",canal24horas,08,02,2019
1010,"0,6%",bemadtv,08,02,2019
1011,"0,4%",teledeporte,08,02,2019
1012,"0,4%",ten,08,02,2019
1013,"0,2%",real-madrid-tv,08,02,2019
1014,"12,2%",telecinco,09,02,2019
1015,"11,8%",antena3,09,02,2019
1016,"9,3%",la1,09,02,2019
1017,"6,2%",lasexta,09,02,2019
1018,"5,4%",cuatro,09,02,2019
1019,"2,8%",energy,09,02,2019
1020,"2,7%",fdf,09,02,2019
1021,"2,7%",la2,09,02,2019
1022,"2,2%",neox,09,02,2019
1023,"2,1%",clan,09,02,2019
1024,"1,8%",discoverymax,09,02,2019
1025,"1,7%",13tv,09,02,2019
1026,"1,7%",divinity,09,02,2019
1027,"1,7%",paramountchannel,09,02,2019
1028,"1,6%",mega-espana,09,02,2019
1029,"1,5%",nova,09,02,2019
1030,"1,4%",gol-television,09,02,2019
1031,"1,4%",boing,09,02,2019
1032,"1,2%",disney-channel,09,02,2019
1033,"1,1%",atreseries,09,02,2019
1034,"1,0%",canal24horas,09,02,2019
1035,"0,8%",dkiss,09,02,2019
1036,"0,7%",bemadtv,09,02,2019
1037,"0,5%",real-madrid-tv,09,02,2019
1038,"0,4%",teledeporte,09,02,2019
1039,"0,4%",ten,09,02,2019
1040,"13,0%",telecinco,10,02,2019
1041,"10,6%",la1,10,02,2019
1042,"10,0%",antena3,10,02,2019
1043,"7,2%",lasexta,10,02,2019
1044,"6,4%",cuatro,10,02,2019
1045,"2,8%",fdf,10,02,2019
1046,"2,7%",energy,10,02,2019
1047,"2,7%",neox,10,02,2019
1048,"2,7%",la2,10,02,2019
1049,"2,1%",paramountchannel,10,02,2019
1050,"2,0%",13tv,10,02,2019
1051,"2,0%",divinity,10,02,2019
1052,"1,6%",clan,10,02,2019
1053,"1,6%",mega-espana,10,02,2019
1054,"1,5%",discoverymax,10,02,2019
1055,"1,4%",canal24horas,10,02,2019
1056,"1,3%",nova,10,02,2019
1057,"1,2%",atreseries,10,02,2019
1058,"1,0%",disney-channel,10,02,2019
1059,"1,0%",gol-television,10,02,2019
1060,"1,0%",boing,10,02,2019
1061,"0,9%",bemadtv,10,02,2019
1062,"0,8%",dkiss,10,02,2019
1063,"0,4%",ten,10,02,2019
1064,"0,4%",teledeporte,10,02,2019
1065,"0,4%",real-madrid-tv,10,02,2019
1066,"14,9%",telecinco,11,02,2019
1067,"14,6%",antena3,11,02,2019
1068,"8,6%",la1,11,02,2019
1069,"8,5%",lasexta,11,02,2019
1070,"4,7%",cuatro,11,02,2019
1071,"3,0%",fdf,11,02,2019
1072,"2,7%",la2,11,02,2019
1073,"2,5%",nova,11,02,2019
1074,"2,3%",neox,11,02,2019
1075,"2,1%",energy,11,02,2019
1076,"2,0%",13tv,11,02,2019
1077,"2,0%",paramountchannel,11,02,2019
1078,"1,9%",divinity,11,02,2019
1079,"1,8%",mega-espana,11,02,2019
1080,"1,5%",discoverymax,11,02,2019
1081,"1,4%",clan,11,02,2019
1082,"1,2%",atreseries,11,02,2019
1083,"1,1%",gol-television,11,02,2019
1084,"1,0%",boing,11,02,2019
1085,"0,9%",canal24horas,11,02,2019
1086,"0,8%",disney-channel,11,02,2019
1087,"0,7%",dkiss,11,02,2019
1088,"0,5%",bemadtv,11,02,2019
1089,"0,4%",ten,11,02,2019
1090,"0,3%",teledeporte,11,02,2019
1091,"0,3%",real-madrid-tv,11,02,2019
1092,"16,6%",telecinco,12,02,2019
1093,"14,3%",antena3,12,02,2019
1094,"8,4%",la1,12,02,2019
1095,"7,6%",lasexta,12,02,2019
1096,"4,7%",cuatro,12,02,2019
1097,"2,7%",fdf,12,02,2019
1098,"2,4%",la2,12,02,2019
1099,"2,4%",neox,12,02,2019
1100,"2,4%",nova,12,02,2019
1101,"1,9%",13tv,12,02,2019
1102,"1,8%",divinity,12,02,2019
1103,"1,8%",energy,12,02,2019
1104,"1,6%",discoverymax,12,02,2019
1105,"1,6%",canal24horas,12,02,2019
1106,"1,6%",mega-espana,12,02,2019
1107,"1,6%",paramountchannel,12,02,2019
1108,"1,4%",clan,12,02,2019
1109,"1,1%",atreseries,12,02,2019
1110,"0,9%",boing,12,02,2019
1111,"0,7%",dkiss,12,02,2019
1112,"0,7%",gol-television,12,02,2019
1113,"0,7%",disney-channel,12,02,2019
1114,"0,5%",ten,12,02,2019
1115,"0,5%",bemadtv,12,02,2019
1116,"0,3%",teledeporte,12,02,2019
1117,"0,3%",real-madrid-tv,12,02,2019
1118,"14,5%",telecinco,13,02,2019
1119,"13,2%",antena3,13,02,2019
1120,"8,9%",la1,13,02,2019
1121,"8,3%",lasexta,13,02,2019
1122,"4,2%",cuatro,13,02,2019
1123,"3,2%",fdf,13,02,2019
1124,"2,6%",neox,13,02,2019
1125,"2,5%",la2,13,02,2019
1126,"2,4%",nova,13,02,2019
1127,"2,2%",energy,13,02,2019
1128,"2,1%",13tv,13,02,2019
1129,"1,9%",divinity,13,02,2019
1130,"1,7%",discoverymax,13,02,2019
1131,"1,7%",paramountchannel,13,02,2019
1132,"1,6%",clan,13,02,2019
1133,"1,6%",mega-espana,13,02,2019
1134,"1,2%",atreseries,13,02,2019
1135,"1,2%",canal24horas,13,02,2019
1136,"1,1%",gol-television,13,02,2019
1137,"1,0%",boing,13,02,2019
1138,"0,9%",dkiss,13,02,2019
1139,"0,8%",disney-channel,13,02,2019
1140,"0,6%",real-madrid-tv,13,02,2019
1141,"0,5%",bemadtv,13,02,2019
1142,"0,4%",ten,13,02,2019
1143,"0,3%",teledeporte,13,02,2019
1144,"17,1%",telecinco,14,02,2019
1145,"12,9%",antena3,14,02,2019
1146,"7,9%",lasexta,14,02,2019
1147,"7,6%",la1,14,02,2019
1148,"4,0%",cuatro,14,02,2019
1149,"2,7%",fdf,14,02,2019
1150,"2,7%",la2,14,02,2019
1151,"2,4%",neox,14,02,2019
1152,"2,3%",nova,14,02,2019
1153,"2,1%",13tv,14,02,2019
1154,"2,1%",paramountchannel,14,02,2019
1155,"2,1%",energy,14,02,2019
1156,"1,8%",divinity,14,02,2019
1157,"1,7%",gol-television,14,02,2019
1158,"1,6%",mega-espana,14,02,2019
1159,"1,5%",discoverymax,14,02,2019
1160,"1,4%",clan,14,02,2019
1161,"1,4%",canal24horas,14,02,2019
1162,"1,1%",atreseries,14,02,2019
1163,"0,9%",boing,14,02,2019
1164,"0,7%",dkiss,14,02,2019
1165,"0,7%",disney-channel,14,02,2019
1166,"0,5%",ten,14,02,2019
1167,"0,5%",bemadtv,14,02,2019
1168,"0,3%",teledeporte,14,02,2019
1169,"0,3%",real-madrid-tv,14,02,2019
1170,"14,8%",telecinco,15,02,2019
1171,"14,4%",antena3,15,02,2019
1172,"8,8%",lasexta,15,02,2019
1173,"8,4%",la1,15,02,2019
1174,"4,4%",cuatro,15,02,2019
1175,"2,7%",fdf,15,02,2019
1176,"2,6%",energy,15,02,2019
1177,"2,5%",la2,15,02,2019
1178,"2,5%",neox,15,02,2019
1179,"2,1%",nova,15,02,2019
1180,"2,0%",paramountchannel,15,02,2019
1181,"1,9%",divinity,15,02,2019
1182,"1,8%",clan,15,02,2019
1183,"1,8%",13tv,15,02,2019
1184,"1,4%",discoverymax,15,02,2019
1185,"1,3%",mega-espana,15,02,2019
1186,"1,2%",atreseries,15,02,2019
1187,"1,1%",boing,15,02,2019
1188,"1,0%",disney-channel,15,02,2019
1189,"0,9%",dkiss,15,02,2019
1190,"0,8%",gol-television,15,02,2019
1191,"0,8%",canal24horas,15,02,2019
1192,"0,6%",ten,15,02,2019
1193,"0,5%",bemadtv,15,02,2019
1194,"0,3%",real-madrid-tv,15,02,2019
1195,"0,2%",teledeporte,15,02,2019
1196,"12,4%",telecinco,16,02,2019
1197,"10,7%",antena3,16,02,2019
1198,"9,0%",la1,16,02,2019
1199,"6,8%",lasexta,16,02,2019
1200,"5,7%",cuatro,16,02,2019
1201,"3,0%",fdf,16,02,2019
1202,"2,8%",la2,16,02,2019
1203,"2,6%",energy,16,02,2019
1204,"2,2%",clan,16,02,2019
1205,"2,1%",paramountchannel,16,02,2019
1206,"2,1%",neox,16,02,2019
1207,"1,8%",divinity,16,02,2019
1208,"1,6%",nova,16,02,2019
1209,"1,6%",discoverymax,16,02,2019
1210,"1,5%",13tv,16,02,2019
1211,"1,3%",disney-channel,16,02,2019
1212,"1,2%",atreseries,16,02,2019
1213,"1,2%",boing,16,02,2019
1214,"1,2%",mega-espana,16,02,2019
1215,"1,0%",gol-television,16,02,2019
1216,"0,9%",canal24horas,16,02,2019
1217,"0,8%",bemadtv,16,02,2019
1218,"0,8%",dkiss,16,02,2019
1219,"0,6%",teledeporte,16,02,2019
1220,"0,5%",ten,16,02,2019
1221,"0,4%",real-madrid-tv,16,02,2019
1222,"12,3%",telecinco,17,02,2019
1223,"10,6%",antena3,17,02,2019
1224,"9,6%",la1,17,02,2019
1225,"6,6%",cuatro,17,02,2019
1226,"5,8%",lasexta,17,02,2019
1227,"2,9%",la2,17,02,2019
1228,"2,8%",energy,17,02,2019
1229,"2,8%",fdf,17,02,2019
1230,"2,2%",divinity,17,02,2019
1231,"2,1%",13tv,17,02,2019
1232,"2,1%",neox,17,02,2019
1233,"2,1%",paramountchannel,17,02,2019
1234,"1,8%",clan,17,02,2019
1235,"1,6%",discoverymax,17,02,2019
1236,"1,5%",mega-espana,17,02,2019
1237,"1,5%",nova,17,02,2019
1238,"1,2%",gol-television,17,02,2019
1239,"1,2%",atreseries,17,02,2019
1240,"1,1%",disney-channel,17,02,2019
1241,"1,1%",boing,17,02,2019
1242,"0,9%",canal24horas,17,02,2019
1243,"0,8%",dkiss,17,02,2019
1244,"0,7%",bemadtv,17,02,2019
1245,"0,6%",teledeporte,17,02,2019
1246,"0,5%",ten,17,02,2019
1247,"0,3%",real-madrid-tv,17,02,2019
1248,"15,1%",telecinco,18,02,2019
1249,"15,0%",antena3,18,02,2019
1250,"8,0%",la1,18,02,2019
1251,"8,0%",lasexta,18,02,2019
1252,"4,5%",cuatro,18,02,2019
1253,"3,0%",fdf,18,02,2019
1254,"2,5%",la2,18,02,2019
1255,"2,4%",neox,18,02,2019
1256,"2,4%",energy,18,02,2019
1257,"2,3%",nova,18,02,2019
1258,"2,1%",13tv,18,02,2019
1259,"2,0%",paramountchannel,18,02,2019
1260,"1,8%",divinity,18,02,2019
1261,"1,7%",mega-espana,18,02,2019
1262,"1,7%",clan,18,02,2019
1263,"1,6%",discoverymax,18,02,2019
1264,"1,5%",gol-television,18,02,2019
1265,"1,3%",atreseries,18,02,2019
1266,"1,0%",canal24horas,18,02,2019
1267,"0,9%",dkiss,18,02,2019
1268,"0,9%",boing,18,02,2019
1269,"0,8%",disney-channel,18,02,2019
1270,"0,5%",bemadtv,18,02,2019
1271,"0,4%",ten,18,02,2019
1272,"0,3%",teledeporte,18,02,2019
1273,"0,2%",real-madrid-tv,18,02,2019
1274,"16,3%",telecinco,19,02,2019
1275,"15,0%",antena3,19,02,2019
1276,"7,7%",la1,19,02,2019
1277,"7,5%",lasexta,19,02,2019
1278,"3,9%",cuatro,19,02,2019
1279,"2,8%",fdf,19,02,2019
1280,"2,5%",la2,19,02,2019
1281,"2,3%",energy,19,02,2019
1282,"2,3%",nova,19,02,2019
1283,"2,2%",neox,19,02,2019
1284,"2,0%",13tv,19,02,2019
1285,"2,0%",divinity,19,02,2019
1286,"1,8%",paramountchannel,19,02,2019
1287,"1,6%",mega-espana,19,02,2019
1288,"1,6%",discoverymax,19,02,2019
1289,"1,6%",clan,19,02,2019
1290,"1,2%",atreseries,19,02,2019
1291,"1,0%",canal24horas,19,02,2019
1292,"0,9%",dkiss,19,02,2019
1293,"0,8%",boing,19,02,2019
1294,"0,8%",gol-television,19,02,2019
1295,"0,7%",disney-channel,19,02,2019
1296,"0,5%",ten,19,02,2019
1297,"0,5%",bemadtv,19,02,2019
1298,"0,3%",teledeporte,19,02,2019
1299,"0,2%",real-madrid-tv,19,02,2019
1300,"14,5%",telecinco,20,02,2019
1301,"13,4%",antena3,20,02,2019
1302,"9,0%",la1,20,02,2019
1303,"7,6%",lasexta,20,02,2019
1304,"4,4%",cuatro,20,02,2019
1305,"2,9%",la2,20,02,2019
1306,"2,7%",fdf,20,02,2019
1307,"2,5%",neox,20,02,2019
1308,"2,5%",nova,20,02,2019
1309,"2,3%",energy,20,02,2019
1310,"1,9%",13tv,20,02,2019
1311,"1,9%",divinity,20,02,2019
1312,"1,8%",paramountchannel,20,02,2019
1313,"1,7%",mega-espana,20,02,2019
1314,"1,7%",discoverymax,20,02,2019
1315,"1,5%",clan,20,02,2019
1316,"1,2%",canal24horas,20,02,2019
1317,"1,1%",atreseries,20,02,2019
1318,"1,0%",gol-television,20,02,2019
1319,"0,9%",boing,20,02,2019
1320,"0,8%",dkiss,20,02,2019
1321,"0,8%",disney-channel,20,02,2019
1322,"0,6%",bemadtv,20,02,2019
1323,"0,5%",ten,20,02,2019
1324,"0,3%",teledeporte,20,02,2019
1325,"0,2%",real-madrid-tv,20,02,2019
1326,"17,0%",telecinco,21,02,2019
1327,"13,5%",antena3,21,02,2019
1328,"8,1%",la1,21,02,2019
1329,"7,8%",lasexta,21,02,2019
1330,"3,9%",cuatro,21,02,2019
1331,"2,8%",neox,21,02,2019
1332,"2,6%",fdf,21,02,2019
1333,"2,4%",nova,21,02,2019
1334,"2,3%",gol-television,21,02,2019
1335,"2,2%",la2,21,02,2019
1336,"2,1%",energy,21,02,2019
1337,"2,0%",paramountchannel,21,02,2019
1338,"1,8%",divinity,21,02,2019
1339,"1,7%",13tv,21,02,2019
1340,"1,5%",clan,21,02,2019
1341,"1,5%",discoverymax,21,02,2019
1342,"1,3%",mega-espana,21,02,2019
1343,"1,3%",atreseries,21,02,2019
1344,"1,1%",canal24horas,21,02,2019
1345,"0,9%",boing,21,02,2019
1346,"0,8%",dkiss,21,02,2019
1347,"0,8%",disney-channel,21,02,2019
1348,"0,5%",bemadtv,21,02,2019
1349,"0,3%",ten,21,02,2019
1350,"0,2%",teledeporte,21,02,2019
1351,"0,2%",real-madrid-tv,21,02,2019
1352,"15,6%",telecinco,22,02,2019
1353,"14,2%",antena3,22,02,2019
1354,"8,5%",la1,22,02,2019
1355,"7,7%",lasexta,22,02,2019
1356,"4,6%",cuatro,22,02,2019
1357,"2,7%",fdf,22,02,2019
1358,"2,6%",la2,22,02,2019
1359,"2,5%",neox,22,02,2019
1360,"2,5%",energy,22,02,2019
1361,"2,3%",nova,22,02,2019
1362,"2,0%",paramountchannel,22,02,2019
1363,"1,9%",divinity,22,02,2019
1364,"1,6%",13tv,22,02,2019
1365,"1,5%",discoverymax,22,02,2019
1366,"1,5%",mega-espana,22,02,2019
1367,"1,4%",clan,22,02,2019
1368,"1,3%",atreseries,22,02,2019
1369,"1,3%",boing,22,02,2019
1370,"1,1%",disney-channel,22,02,2019
1371,"1,0%",dkiss,22,02,2019
1372,"0,9%",gol-television,22,02,2019
1373,"0,7%",canal24horas,22,02,2019
1374,"0,6%",bemadtv,22,02,2019
1375,"0,5%",ten,22,02,2019
1376,"0,2%",teledeporte,22,02,2019
