index,Audiencia,Año,Cadena,Dia,Mes
11,"1,9%",2019,divinity,24,02
12,"1,8%",2019,discoverymax,24,02
13,"1,7%",2019,mega-espana,24,02
14,"1,6%",2019,atreseries,24,02
15,"1,6%",2019,clan,24,02
16,"1,4%",2019,nova,24,02
17,"1,2%",2019,gol-television,24,02
18,"1,1%",2019,boing,24,02
19,"1,0%",2019,disney-channel,24,02
20,"0,9%",2019,dkiss,24,02
21,"0,9%",2019,canal24horas,24,02
22,"0,8%",2019,bemadtv,24,02
23,"0,5%",2019,teledeporte,24,02
24,"0,4%",2019,ten,24,02
25,"0,4%",2019,real-madrid-tv,24,02
0,"15,7%",2019,telecinco,25,02
1,"15,5%",2019,antena3,25,02
2,"8,1%",2019,la1,25,02
3,"7,8%",2019,lasexta,25,02
4,"4,4%",2019,cuatro,25,02
5,"2,7%",2019,la2,25,02
6,"2,5%",2019,neox,25,02
7,"2,5%",2019,nova,25,02
8,"2,5%",2019,fdf,25,02
9,"2,0%",2019,energy,25,02
10,"1,9%",2019,divinity,25,02
11,"1,9%",2019,paramountchannel,25,02
12,"1,7%",2019,mega-espana,25,02
13,"1,7%",2019,13tv,25,02
14,"1,6%",2019,clan,25,02
15,"1,6%",2019,discoverymax,25,02
16,"1,5%",2019,gol-television,25,02
17,"1,3%",2019,atreseries,25,02
18,"1,0%",2019,boing,25,02
19,"0,9%",2019,dkiss,25,02
20,"0,9%",2019,canal24horas,25,02
21,"0,7%",2019,disney-channel,25,02
22,"0,6%",2019,ten,25,02
23,"0,6%",2019,bemadtv,25,02
24,"0,3%",2019,teledeporte,25,02
25,"0,3%",2019,real-madrid-tv,25,02
0,"17,2%",2019,telecinco,26,02
1,"15,1%",2019,antena3,26,02
2,"7,7%",2019,la1,26,02
3,"7,3%",2019,lasexta,26,02
4,"4,8%",2019,cuatro,26,02
5,"2,7%",2019,la2,26,02
6,"2,3%",2019,neox,26,02
7,"2,3%",2019,fdf,26,02
8,"2,3%",2019,energy,26,02
9,"2,2%",2019,nova,26,02
10,"2,0%",2019,paramountchannel,26,02
11,"1,9%",2019,divinity,26,02
12,"1,8%",2019,13tv,26,02
13,"1,7%",2019,discoverymax,26,02
14,"1,6%",2019,mega-espana,26,02
15,"1,3%",2019,clan,26,02
16,"1,3%",2019,atreseries,26,02
17,"1,1%",2019,canal24horas,26,02
18,"0,9%",2019,boing,26,02
19,"0,8%",2019,gol-television,26,02
20,"0,7%",2019,dkiss,26,02
21,"0,7%",2019,disney-channel,26,02
22,"0,5%",2019,bemadtv,26,02
23,"0,4%",2019,ten,26,02
24,"0,2%",2019,teledeporte,26,02
25,"0,2%",2019,real-madrid-tv,26,02
0,"15,2%",2019,la1,27,02
1,"12,8%",2019,telecinco,27,02
2,"11,8%",2019,antena3,27,02
3,"6,6%",2019,lasexta,27,02
4,"4,0%",2019,cuatro,27,02
5,"2,9%",2019,la2,27,02
6,"2,4%",2019,neox,27,02
7,"2,3%",2019,fdf,27,02
8,"2,2%",2019,gol-television,27,02
9,"2,1%",2019,nova,27,02
10,"2,1%",2019,energy,27,02
11,"1,9%",2019,mega-espana,27,02
12,"1,9%",2019,paramountchannel,27,02
13,"1,8%",2019,canal24horas,27,02
14,"1,8%",2019,divinity,27,02
15,"1,6%",2019,13tv,27,02
16,"1,5%",2019,discoverymax,27,02
17,"1,5%",2019,clan,27,02
18,"1,2%",2019,atreseries,27,02
19,"0,9%",2019,boing,27,02
20,"0,8%",2019,dkiss,27,02
21,"0,6%",2019,disney-channel,27,02
22,"0,5%",2019,teledeporte,27,02
23,"0,5%",2019,ten,27,02
24,"0,5%",2019,bemadtv,27,02
25,"0,3%",2019,real-madrid-tv,27,02
0,"16,9%",2019,telecinco,28,02
1,"12,6%",2019,antena3,28,02
2,"10,1%",2019,la1,28,02
3,"7,5%",2019,lasexta,28,02
4,"3,8%",2019,cuatro,28,02
5,"2,5%",2019,neox,28,02
6,"2,5%",2019,fdf,28,02
7,"2,4%",2019,la2,28,02
8,"2,1%",2019,nova,28,02
9,"2,1%",2019,energy,28,02
10,"2,0%",2019,divinity,28,02
11,"1,8%",2019,gol-television,28,02
12,"1,8%",2019,13tv,28,02
13,"1,7%",2019,paramountchannel,28,02
14,"1,5%",2019,clan,28,02
15,"1,5%",2019,mega-espana,28,02
16,"1,5%",2019,discoverymax,28,02
17,"1,2%",2019,canal24horas,28,02
18,"1,1%",2019,atreseries,28,02
19,"1,0%",2019,boing,28,02
20,"0,8%",2019,dkiss,28,02
21,"0,7%",2019,disney-channel,28,02
22,"0,5%",2019,bemadtv,28,02
23,"0,4%",2019,teledeporte,28,02
24,"0,4%",2019,ten,28,02
25,"0,2%",2019,real-madrid-tv,28,02
0,"14,8%",2019,telecinco,01,03
1,"12,5%",2019,antena3,01,03
2,"8,3%",2019,la1,01,03
3,"7,3%",2019,lasexta,01,03
4,"4,4%",2019,cuatro,01,03
5,"2,7%",2019,la2,01,03
6,"2,5%",2019,fdf,01,03
7,"2,3%",2019,neox,01,03
8,"2,3%",2019,energy,01,03
9,"2,2%",2019,nova,01,03
10,"1,9%",2019,divinity,01,03
11,"1,8%",2019,paramountchannel,01,03
12,"1,8%",2019,clan,01,03
13,"1,6%",2019,mega-espana,01,03
14,"1,5%",2019,13tv,01,03
15,"1,5%",2019,discoverymax,01,03
16,"1,4%",2019,boing,01,03
17,"1,2%",2019,atreseries,01,03
18,"1,1%",2019,gol-television,01,03
19,"1,0%",2019,dkiss,01,03
20,"1,0%",2019,disney-channel,01,03
21,"0,7%",2019,canal24horas,01,03
22,"0,6%",2019,teledeporte,01,03
23,"0,5%",2019,ten,01,03
24,"0,5%",2019,bemadtv,01,03
25,"0,2%",2019,real-madrid-tv,01,03
0,"12,2%",2019,telecinco,02,03
1,"10,9%",2019,antena3,02,03
2,"9,9%",2019,la1,02,03
3,"6,0%",2019,lasexta,02,03
4,"5,5%",2019,cuatro,02,03
5,"2,7%",2019,fdf,02,03
6,"2,6%",2019,la2,02,03
7,"2,6%",2019,energy,02,03
8,"2,3%",2019,neox,02,03
9,"2,2%",2019,paramountchannel,02,03
10,"2,1%",2019,divinity,02,03
11,"1,7%",2019,clan,02,03
12,"1,7%",2019,13tv,02,03
13,"1,6%",2019,mega-espana,02,03
14,"1,5%",2019,discoverymax,02,03
15,"1,4%",2019,nova,02,03
16,"1,3%",2019,boing,02,03
17,"1,2%",2019,disney-channel,02,03
18,"1,2%",2019,atreseries,02,03
19,"1,2%",2019,gol-television,02,03
20,"0,9%",2019,canal24horas,02,03
21,"0,9%",2019,teledeporte,02,03
22,"0,8%",2019,dkiss,02,03
23,"0,5%",2019,ten,02,03
24,"0,5%",2019,bemadtv,02,03
25,"0,5%",2019,real-madrid-tv,02,03
0,"12,4%",2019,telecinco,03,03
1,"10,3%",2019,antena3,03,03
2,"9,2%",2019,la1,03,03
3,"6,4%",2019,lasexta,03,03
4,"6,2%",2019,cuatro,03,03
5,"2,8%",2019,la2,03,03
6,"2,7%",2019,fdf,03,03
7,"2,7%",2019,energy,03,03
8,"2,6%",2019,paramountchannel,03,03
9,"2,2%",2019,divinity,03,03
10,"2,2%",2019,neox,03,03
11,"2,1%",2019,13tv,03,03
12,"1,7%",2019,discoverymax,03,03
13,"1,7%",2019,mega-espana,03,03
14,"1,6%",2019,clan,03,03
15,"1,4%",2019,atreseries,03,03
16,"1,3%",2019,disney-channel,03,03
17,"1,2%",2019,nova,03,03
18,"1,2%",2019,teledeporte,03,03
19,"1,1%",2019,gol-television,03,03
20,"0,9%",2019,boing,03,03
21,"0,8%",2019,bemadtv,03,03
22,"0,8%",2019,dkiss,03,03
23,"0,8%",2019,canal24horas,03,03
24,"0,4%",2019,ten,03,03
25,"0,4%",2019,real-madrid-tv,03,03
0,"15,0%",2019,telecinco,04,03
1,"14,0%",2019,antena3,04,03
2,"8,0%",2019,lasexta,04,03
3,"7,3%",2019,la1,04,03
4,"4,6%",2019,cuatro,04,03
5,"2,7%",2019,fdf,04,03
6,"2,4%",2019,neox,04,03
7,"2,3%",2019,energy,04,03
8,"2,2%",2019,nova,04,03
9,"2,2%",2019,la2,04,03
10,"2,1%",2019,divinity,04,03
11,"1,9%",2019,clan,04,03
12,"1,9%",2019,13tv,04,03
13,"1,7%",2019,mega-espana,04,03
14,"1,7%",2019,paramountchannel,04,03
15,"1,7%",2019,discoverymax,04,03
16,"1,4%",2019,atreseries,04,03
17,"1,2%",2019,canal24horas,04,03
18,"1,1%",2019,disney-channel,04,03
19,"1,1%",2019,boing,04,03
20,"1,0%",2019,gol-television,04,03
21,"0,6%",2019,dkiss,04,03
22,"0,5%",2019,bemadtv,04,03
23,"0,4%",2019,ten,04,03
24,"0,3%",2019,teledeporte,04,03
25,"0,1%",2019,real-madrid-tv,04,03
0,"16,2%",2019,telecinco,05,03
1,"13,6%",2019,antena3,05,03
2,"7,8%",2019,la1,05,03
3,"6,6%",2019,lasexta,05,03
4,"4,5%",2019,cuatro,05,03
5,"2,7%",2019,fdf,05,03
6,"2,4%",2019,la2,05,03
7,"2,2%",2019,nova,05,03
8,"2,1%",2019,neox,05,03
9,"2,1%",2019,energy,05,03
10,"2,0%",2019,13tv,05,03
11,"2,0%",2019,divinity,05,03
12,"1,9%",2019,mega-espana,05,03
13,"1,8%",2019,paramountchannel,05,03
14,"1,5%",2019,discoverymax,05,03
15,"1,4%",2019,clan,05,03
16,"1,3%",2019,gol-television,05,03
17,"1,2%",2019,canal24horas,05,03
18,"1,1%",2019,atreseries,05,03
19,"1,0%",2019,boing,05,03
20,"0,8%",2019,disney-channel,05,03
21,"0,7%",2019,dkiss,05,03
22,"0,6%",2019,teledeporte,05,03
23,"0,5%",2019,bemadtv,05,03
24,"0,4%",2019,ten,05,03
25,"0,4%",2019,real-madrid-tv,05,03
0,"13,6%",2019,telecinco,06,03
1,"12,8%",2019,antena3,06,03
2,"9,0%",2019,la1,06,03
3,"7,6%",2019,lasexta,06,03
4,"5,0%",2019,cuatro,06,03
5,"3,1%",2019,la2,06,03
6,"3,0%",2019,fdf,06,03
7,"2,5%",2019,neox,06,03
8,"2,2%",2019,nova,06,03
9,"2,1%",2019,mega-espana,06,03
10,"2,1%",2019,energy,06,03
11,"2,0%",2019,13tv,06,03
12,"1,8%",2019,clan,06,03
13,"1,8%",2019,divinity,06,03
14,"1,7%",2019,paramountchannel,06,03
15,"1,5%",2019,discoverymax,06,03
16,"1,4%",2019,canal24horas,06,03
17,"1,3%",2019,atreseries,06,03
18,"1,2%",2019,gol-television,06,03
19,"1,0%",2019,disney-channel,06,03
20,"0,9%",2019,dkiss,06,03
21,"0,8%",2019,boing,06,03
22,"0,5%",2019,bemadtv,06,03
23,"0,4%",2019,teledeporte,06,03
24,"0,4%",2019,ten,06,03
25,"0,2%",2019,real-madrid-tv,06,03
0,"17,8%",2019,telecinco,07,03
1,"12,4%",2019,antena3,07,03
2,"8,4%",2019,la1,07,03
3,"7,3%",2019,lasexta,07,03
4,"4,2%",2019,cuatro,07,03
5,"2,7%",2019,neox,07,03
6,"2,5%",2019,fdf,07,03
7,"2,3%",2019,la2,07,03
8,"2,3%",2019,nova,07,03
9,"2,2%",2019,divinity,07,03
10,"2,0%",2019,paramountchannel,07,03
11,"1,9%",2019,13tv,07,03
12,"1,7%",2019,energy,07,03
13,"1,7%",2019,gol-television,07,03
14,"1,6%",2019,mega-espana,07,03
15,"1,6%",2019,discoverymax,07,03
16,"1,4%",2019,clan,07,03
17,"1,3%",2019,atreseries,07,03
18,"1,1%",2019,canal24horas,07,03
19,"1,0%",2019,dkiss,07,03
20,"0,8%",2019,boing,07,03
21,"0,7%",2019,disney-channel,07,03
22,"0,4%",2019,ten,07,03
23,"0,4%",2019,bemadtv,07,03
24,"0,3%",2019,teledeporte,07,03
25,"0,2%",2019,real-madrid-tv,07,03
0,"14,4%",2019,telecinco,08,03
1,"12,2%",2019,antena3,08,03
2,"7,7%",2019,lasexta,08,03
3,"7,7%",2019,la1,08,03
4,"5,2%",2019,cuatro,08,03
5,"3,0%",2019,fdf,08,03
6,"2,8%",2019,la2,08,03
7,"2,6%",2019,neox,08,03
8,"2,5%",2019,energy,08,03
9,"2,3%",2019,nova,08,03
10,"2,2%",2019,divinity,08,03
11,"2,1%",2019,clan,08,03
12,"2,0%",2019,discoverymax,08,03
13,"1,8%",2019,13tv,08,03
14,"1,7%",2019,gol-television,08,03
15,"1,7%",2019,paramountchannel,08,03
16,"1,5%",2019,mega-espana,08,03
17,"1,4%",2019,atreseries,08,03
18,"1,3%",2019,boing,08,03
19,"1,1%",2019,disney-channel,08,03
20,"1,0%",2019,dkiss,08,03
21,"1,0%",2019,canal24horas,08,03
22,"0,8%",2019,bemadtv,08,03
23,"0,5%",2019,ten,08,03
24,"0,4%",2019,teledeporte,08,03
25,"0,2%",2019,real-madrid-tv,08,03
0,"12,1%",2019,telecinco,09,03
1,"10,7%",2019,antena3,09,03
2,"8,9%",2019,la1,09,03
3,"6,0%",2019,cuatro,09,03
4,"5,7%",2019,lasexta,09,03
5,"3,0%",2019,fdf,09,03
6,"2,7%",2019,la2,09,03
7,"2,5%",2019,neox,09,03
8,"2,4%",2019,discoverymax,09,03
9,"2,4%",2019,energy,09,03
10,"2,3%",2019,clan,09,03
11,"2,0%",2019,13tv,09,03
12,"1,9%",2019,paramountchannel,09,03
13,"1,8%",2019,divinity,09,03
14,"1,5%",2019,nova,09,03
15,"1,4%",2019,mega-espana,09,03
16,"1,3%",2019,atreseries,09,03
17,"1,3%",2019,boing,09,03
18,"1,2%",2019,disney-channel,09,03
19,"1,2%",2019,gol-television,09,03
20,"0,8%",2019,canal24horas,09,03
21,"0,7%",2019,bemadtv,09,03
22,"0,7%",2019,dkiss,09,03
23,"0,5%",2019,ten,09,03
24,"0,4%",2019,teledeporte,09,03
25,"0,4%",2019,real-madrid-tv,09,03
0,"13,0%",2019,telecinco,10,03
1,"10,6%",2019,antena3,10,03
2,"9,6%",2019,la1,10,03
3,"6,6%",2019,cuatro,10,03
4,"5,9%",2019,lasexta,10,03
5,"3,0%",2019,la2,10,03
6,"3,0%",2019,energy,10,03
7,"2,6%",2019,neox,10,03
8,"2,5%",2019,fdf,10,03
9,"2,2%",2019,paramountchannel,10,03
10,"2,1%",2019,divinity,10,03
11,"1,8%",2019,clan,10,03
12,"1,8%",2019,13tv,10,03
13,"1,8%",2019,discoverymax,10,03
14,"1,6%",2019,mega-espana,10,03
15,"1,4%",2019,atreseries,10,03
16,"1,1%",2019,nova,10,03
17,"1,1%",2019,gol-television,10,03
18,"0,9%",2019,canal24horas,10,03
19,"0,9%",2019,boing,10,03
20,"0,8%",2019,bemadtv,10,03
21,"0,8%",2019,dkiss,10,03
22,"0,8%",2019,disney-channel,10,03
23,"0,5%",2019,teledeporte,10,03
24,"0,4%",2019,ten,10,03
25,"0,4%",2019,real-madrid-tv,10,03
0,"15,7%",2019,telecinco,11,03
1,"14,4%",2019,antena3,11,03
2,"8,1%",2019,la1,11,03
3,"7,8%",2019,lasexta,11,03
4,"4,7%",2019,cuatro,11,03
5,"3,0%",2019,fdf,11,03
6,"2,6%",2019,la2,11,03
7,"2,4%",2019,neox,11,03
8,"2,3%",2019,nova,11,03
9,"2,2%",2019,energy,11,03
10,"2,0%",2019,divinity,11,03
11,"1,9%",2019,13tv,11,03
12,"1,8%",2019,paramountchannel,11,03
13,"1,7%",2019,mega-espana,11,03
14,"1,6%",2019,clan,11,03
15,"1,5%",2019,discoverymax,11,03
16,"1,4%",2019,atreseries,11,03
17,"1,4%",2019,gol-television,11,03
18,"1,0%",2019,canal24horas,11,03
19,"0,8%",2019,boing,11,03
20,"0,7%",2019,dkiss,11,03
21,"0,7%",2019,disney-channel,11,03
22,"0,6%",2019,bemadtv,11,03
23,"0,6%",2019,real-madrid-tv,11,03
24,"0,4%",2019,teledeporte,11,03
25,"0,4%",2019,ten,11,03
0,"17,0%",2019,telecinco,12,03
1,"13,4%",2019,antena3,12,03
2,"7,7%",2019,la1,12,03
3,"7,4%",2019,lasexta,12,03
4,"4,6%",2019,cuatro,12,03
5,"2,8%",2019,fdf,12,03
6,"2,5%",2019,la2,12,03
7,"2,3%",2019,neox,12,03
8,"2,2%",2019,nova,12,03
9,"2,2%",2019,paramountchannel,12,03
10,"2,2%",2019,energy,12,03
11,"2,0%",2019,13tv,12,03
12,"2,0%",2019,divinity,12,03
13,"1,7%",2019,discoverymax,12,03
14,"1,6%",2019,mega-espana,12,03
15,"1,6%",2019,clan,12,03
16,"1,3%",2019,gol-television,12,03
17,"1,2%",2019,atreseries,12,03
18,"0,9%",2019,canal24horas,12,03
19,"0,8%",2019,dkiss,12,03
20,"0,8%",2019,boing,12,03
21,"0,6%",2019,disney-channel,12,03
22,"0,5%",2019,teledeporte,12,03
23,"0,5%",2019,bemadtv,12,03
24,"0,4%",2019,ten,12,03
25,"0,2%",2019,real-madrid-tv,12,03
0,"13,5%",2019,telecinco,13,03
1,"12,8%",2019,antena3,13,03
2,"9,2%",2019,la1,13,03
3,"7,5%",2019,lasexta,13,03
4,"4,6%",2019,cuatro,13,03
5,"3,0%",2019,la2,13,03
6,"2,8%",2019,fdf,13,03
7,"2,7%",2019,neox,13,03
8,"2,5%",2019,nova,13,03
9,"2,4%",2019,energy,13,03
10,"2,2%",2019,divinity,13,03
11,"1,9%",2019,13tv,13,03
12,"1,9%",2019,paramountchannel,13,03
13,"1,8%",2019,mega-espana,13,03
14,"1,5%",2019,clan,13,03
15,"1,4%",2019,discoverymax,13,03
16,"1,4%",2019,gol-television,13,03
17,"1,3%",2019,atreseries,13,03
18,"1,0%",2019,boing,13,03
19,"0,9%",2019,canal24horas,13,03
20,"0,8%",2019,dkiss,13,03
21,"0,8%",2019,disney-channel,13,03
22,"0,6%",2019,bemadtv,13,03
23,"0,4%",2019,teledeporte,13,03
24,"0,4%",2019,ten,13,03
25,"0,3%",2019,real-madrid-tv,13,03
0,"17,9%",2019,telecinco,14,03
1,"12,4%",2019,antena3,14,03
2,"8,3%",2019,la1,14,03
3,"7,4%",2019,lasexta,14,03
4,"4,1%",2019,cuatro,14,03
5,"2,9%",2019,neox,14,03
6,"2,6%",2019,fdf,14,03
7,"2,3%",2019,divinity,14,03
8,"2,2%",2019,la2,14,03
9,"2,2%",2019,nova,14,03
10,"2,1%",2019,paramountchannel,14,03
11,"2,1%",2019,energy,14,03
12,"1,8%",2019,13tv,14,03
13,"1,7%",2019,gol-television,14,03
14,"1,6%",2019,discoverymax,14,03
15,"1,5%",2019,clan,14,03
16,"1,5%",2019,mega-espana,14,03
17,"1,3%",2019,atreseries,14,03
18,"1,2%",2019,canal24horas,14,03
19,"0,9%",2019,boing,14,03
20,"0,8%",2019,disney-channel,14,03
21,"0,7%",2019,dkiss,14,03
22,"0,6%",2019,bemadtv,14,03
23,"0,5%",2019,ten,14,03
24,"0,4%",2019,teledeporte,14,03
25,"0,2%",2019,real-madrid-tv,14,03
0,"15,1%",2019,telecinco,15,03
1,"12,1%",2019,antena3,15,03
2,"8,3%",2019,la1,15,03
3,"7,8%",2019,lasexta,15,03
4,"4,8%",2019,cuatro,15,03
5,"2,7%",2019,fdf,15,03
6,"2,5%",2019,la2,15,03
7,"2,5%",2019,neox,15,03
8,"2,4%",2019,nova,15,03
9,"2,3%",2019,energy,15,03
10,"2,1%",2019,divinity,15,03
11,"2,1%",2019,paramountchannel,15,03
12,"1,8%",2019,clan,15,03
13,"1,7%",2019,discoverymax,15,03
14,"1,6%",2019,atreseries,15,03
15,"1,6%",2019,13tv,15,03
16,"1,5%",2019,mega-espana,15,03
17,"1,5%",2019,gol-television,15,03
18,"1,2%",2019,dkiss,15,03
19,"1,1%",2019,boing,15,03
20,"1,1%",2019,disney-channel,15,03
21,"0,8%",2019,canal24horas,15,03
22,"0,6%",2019,bemadtv,15,03
23,"0,5%",2019,ten,15,03
24,"0,3%",2019,teledeporte,15,03
25,"0,2%",2019,real-madrid-tv,15,03
0,"11,4%",2019,telecinco,16,03
1,"10,1%",2019,antena3,16,03
2,"9,5%",2019,la1,16,03
3,"5,8%",2019,cuatro,16,03
4,"5,6%",2019,lasexta,16,03
5,"3,1%",2019,energy,16,03
6,"2,7%",2019,fdf,16,03
7,"2,6%",2019,neox,16,03
8,"2,5%",2019,la2,16,03
9,"2,3%",2019,clan,16,03
10,"2,1%",2019,13tv,16,03
11,"2,0%",2019,divinity,16,03
12,"1,7%",2019,boing,16,03
13,"1,7%",2019,paramountchannel,16,03
14,"1,7%",2019,discoverymax,16,03
15,"1,4%",2019,gol-television,16,03
16,"1,3%",2019,disney-channel,16,03
17,"1,3%",2019,mega-espana,16,03
18,"1,3%",2019,nova,16,03
19,"1,3%",2019,atreseries,16,03
20,"0,9%",2019,canal24horas,16,03
21,"0,8%",2019,dkiss,16,03
22,"0,6%",2019,teledeporte,16,03
23,"0,5%",2019,ten,16,03
24,"0,5%",2019,real-madrid-tv,16,03
25,"0,4%",2019,bemadtv,16,03
0,"11,7%",2019,telecinco,17,03
1,"11,0%",2019,antena3,17,03
2,"8,8%",2019,la1,17,03
3,"6,3%",2019,cuatro,17,03
4,"5,7%",2019,lasexta,17,03
5,"2,8%",2019,la2,17,03
6,"2,7%",2019,energy,17,03
7,"2,7%",2019,fdf,17,03
8,"2,6%",2019,neox,17,03
9,"2,5%",2019,paramountchannel,17,03
10,"2,0%",2019,13tv,17,03
11,"1,9%",2019,divinity,17,03
12,"1,8%",2019,mega-espana,17,03
13,"1,8%",2019,clan,17,03
14,"1,6%",2019,nova,17,03
15,"1,6%",2019,discoverymax,17,03
16,"1,5%",2019,gol-television,17,03
17,"1,5%",2019,atreseries,17,03
18,"1,2%",2019,boing,17,03
19,"1,0%",2019,disney-channel,17,03
20,"0,8%",2019,canal24horas,17,03
21,"0,7%",2019,dkiss,17,03
22,"0,6%",2019,teledeporte,17,03
23,"0,6%",2019,bemadtv,17,03
24,"0,5%",2019,real-madrid-tv,17,03
25,"0,4%",2019,ten,17,03
0,"16,2%",2019,telecinco,18,03
1,"12,7%",2019,antena3,18,03
2,"8,5%",2019,lasexta,18,03
3,"8,1%",2019,la1,18,03
4,"5,0%",2019,cuatro,18,03
5,"2,9%",2019,fdf,18,03
6,"2,5%",2019,la2,18,03
7,"2,4%",2019,nova,18,03
8,"2,3%",2019,neox,18,03
9,"2,2%",2019,paramountchannel,18,03
10,"2,1%",2019,13tv,18,03
11,"2,1%",2019,energy,18,03
12,"2,0%",2019,divinity,18,03
13,"1,8%",2019,clan,18,03
14,"1,6%",2019,mega-espana,18,03
15,"1,5%",2019,discoverymax,18,03
16,"1,1%",2019,atreseries,18,03
17,"1,0%",2019,gol-television,18,03
18,"1,0%",2019,boing,18,03
19,"0,9%",2019,dkiss,18,03
20,"0,9%",2019,disney-channel,18,03
21,"0,8%",2019,canal24horas,18,03
22,"0,5%",2019,ten,18,03
23,"0,5%",2019,bemadtv,18,03
24,"0,3%",2019,teledeporte,18,03
25,"0,2%",2019,real-madrid-tv,18,03
0,"13,8%",2019,telecinco,19,03
1,"13,7%",2019,antena3,19,03
2,"8,2%",2019,la1,19,03
3,"7,8%",2019,lasexta,19,03
4,"5,0%",2019,cuatro,19,03
5,"2,8%",2019,la2,19,03
6,"2,7%",2019,fdf,19,03
7,"2,6%",2019,neox,19,03
8,"2,4%",2019,nova,19,03
9,"2,4%",2019,energy,19,03
10,"2,3%",2019,paramountchannel,19,03
11,"2,1%",2019,divinity,19,03
12,"1,9%",2019,13tv,19,03
13,"1,8%",2019,discoverymax,19,03
14,"1,7%",2019,clan,19,03
15,"1,6%",2019,mega-espana,19,03
16,"1,3%",2019,atreseries,19,03
17,"1,2%",2019,canal24horas,19,03
18,"1,0%",2019,boing,19,03
19,"0,9%",2019,disney-channel,19,03
20,"0,8%",2019,dkiss,19,03
21,"0,7%",2019,gol-television,19,03
22,"0,6%",2019,bemadtv,19,03
23,"0,4%",2019,teledeporte,19,03
24,"0,4%",2019,ten,19,03
25,"0,2%",2019,real-madrid-tv,19,03
0,"16,8%",2019,telecinco,20,03
1,"14,3%",2019,antena3,20,03
2,"9,3%",2019,la1,20,03
3,"7,2%",2019,lasexta,20,03
4,"4,6%",2019,cuatro,20,03
5,"2,8%",2019,la2,20,03
6,"2,5%",2019,fdf,20,03
7,"2,4%",2019,nova,20,03
8,"2,4%",2019,neox,20,03
9,"2,1%",2019,energy,20,03
10,"2,0%",2019,paramountchannel,20,03
11,"1,9%",2019,divinity,20,03
12,"1,9%",2019,13tv,20,03
13,"1,8%",2019,clan,20,03
14,"1,7%",2019,mega-espana,20,03
15,"1,5%",2019,discoverymax,20,03
16,"1,3%",2019,atreseries,20,03
17,"1,1%",2019,canal24horas,20,03
18,"1,0%",2019,boing,20,03
19,"0,9%",2019,dkiss,20,03
20,"0,8%",2019,disney-channel,20,03
21,"0,6%",2019,gol-television,20,03
22,"0,6%",2019,bemadtv,20,03
23,"0,4%",2019,teledeporte,20,03
24,"0,4%",2019,ten,20,03
25,"0,2%",2019,real-madrid-tv,20,03
0,"17,5%",2019,telecinco,21,03
1,"13,2%",2019,antena3,21,03
2,"9,3%",2019,la1,21,03
3,"7,7%",2019,lasexta,21,03
4,"4,3%",2019,cuatro,21,03
5,"2,8%",2019,neox,21,03
6,"2,6%",2019,la2,21,03
7,"2,4%",2019,nova,21,03
8,"2,3%",2019,fdf,21,03
9,"2,1%",2019,divinity,21,03
10,"2,0%",2019,13tv,21,03
11,"1,9%",2019,paramountchannel,21,03
12,"1,8%",2019,clan,21,03
13,"1,7%",2019,atreseries,21,03
14,"1,6%",2019,energy,21,03
15,"1,4%",2019,mega-espana,21,03
16,"1,4%",2019,discoverymax,21,03
17,"1,3%",2019,canal24horas,21,03
18,"0,9%",2019,boing,21,03
19,"0,8%",2019,dkiss,21,03
20,"0,7%",2019,disney-channel,21,03
21,"0,6%",2019,gol-television,21,03
22,"0,5%",2019,bemadtv,21,03
23,"0,4%",2019,teledeporte,21,03
24,"0,4%",2019,ten,21,03
25,"0,2%",2019,real-madrid-tv,21,03
0,"15,0%",2019,telecinco,22,03
1,"11,8%",2019,antena3,22,03
2,"8,8%",2019,la1,22,03
3,"8,1%",2019,lasexta,22,03
4,"4,6%",2019,cuatro,22,03
5,"3,0%",2019,fdf,22,03
6,"2,7%",2019,la2,22,03
7,"2,7%",2019,neox,22,03
8,"2,5%",2019,divinity,22,03
9,"2,4%",2019,nova,22,03
10,"2,4%",2019,energy,22,03
11,"2,0%",2019,paramountchannel,22,03
12,"2,0%",2019,13tv,22,03
13,"1,8%",2019,clan,22,03
14,"1,7%",2019,discoverymax,22,03
15,"1,6%",2019,atreseries,22,03
16,"1,4%",2019,mega-espana,22,03
17,"1,2%",2019,boing,22,03
18,"1,1%",2019,dkiss,22,03
19,"1,0%",2019,disney-channel,22,03
20,"0,9%",2019,gol-television,22,03
21,"0,7%",2019,canal24horas,22,03
22,"0,6%",2019,bemadtv,22,03
23,"0,4%",2019,teledeporte,22,03
24,"0,4%",2019,ten,22,03
25,"0,2%",2019,real-madrid-tv,22,03
0,"13,9%",2019,la1,23,03
1,"11,2%",2019,telecinco,23,03
2,"10,3%",2019,antena3,23,03
3,"6,9%",2019,lasexta,23,03
4,"5,2%",2019,cuatro,23,03
5,"3,0%",2019,energy,23,03
6,"2,9%",2019,la2,23,03
7,"2,7%",2019,neox,23,03
8,"2,4%",2019,fdf,23,03
9,"2,3%",2019,clan,23,03
10,"2,2%",2019,13tv,23,03
11,"2,0%",2019,divinity,23,03
12,"1,8%",2019,discoverymax,23,03
13,"1,6%",2019,paramountchannel,23,03
14,"1,5%",2019,nova,23,03
15,"1,5%",2019,mega-espana,23,03
16,"1,3%",2019,disney-channel,23,03
17,"1,2%",2019,boing,23,03
